-10.23,-13.131,-11.498,-14.45,-10.206,-9.2346,-11.778,-10.891
-17.332,-16.876,-16.004,-17.548,-21.069,-22.239,-16.98,-20.755
91.906,105.95,97.195,84.543,89.459,97.57,91.247,105.98
54.783,43.442,43.428,46.606,39.859,54.817,41.381,51.997
83.775,90.903,54.619,73.932,59.636,77.737,83.217,83.827
-10.656,-14.948,-11.277,-10.38,-14.781,-12.547,-11.046,-10.837
-7.2425,-6.2031,-4.8822,-8.6443,-5.6862,-1.4531,-7.1965,1.9765
27.509,32.986,33.722,29.638,35.169,28.634,35.728,26.988
20.567,26.734,28.238,29.185,20.027,29.429,42.099,36.158
40.224,40.745,45.02,32.012,29.534,32.826,32.945,29.281
-6.4704,-13.291,-10.274,-14.123,-9.249,-9.3383,-8.7405,-9.9955
41.151,26.253,54.799,56.415,45.193,48.142,55.166,41.89
-14.541,-10.881,-9.6873,-14.443,-8.8593,-8.9133,-6.5988,-11.98
-15.283,-16.524,-14.617,-20.955,-22.41,-13.635,-17.874,-16.174
-21.121,-16.497,-22.265,-22.151,-21.07,-25.544,-21.282,-18.44
-12.656,-11.204,-8.2059,-11.473,-11.834,-9.8724,-12.552,-10.528
28.36,27.868,24.913,22.082,15.774,20.398,31.237,26.649
35.749,35.925,39.447,37.343,41.301,27.996,20.856,31.49
36.937,31.001,34.49,30.307,25.896,32.242,36.694,33.565
2.9038,0.36963,2.6031,4.5854,4.3592,5.9067,4.6856,4.3921
-16.547,-17.069,-12.819,-21.271,-22.831,-19.566,-11.683,-24.345
15.18,13.152,12.071,6.6829,11.657,15.852,18.178,9.7318
13.535,19.99,32.944,39.502,21.705,31.447,23.091,38.582
14.275,12.588,14.037,11.539,7.7281,12.983,20.32,13.754
30.79,34.206,28.362,26.499,27.01,29.213,26.939,30.157
-8.4021,-11.251,-10.181,-12.69,-13.756,-12.719,-11.285,-11.015
-23.478,-16.12,-12.097,-15.137,-14.884,-12.855,-19.777,-16.703
14.357,14.101,12.175,9.2118,13.568,13.565,12.79,10.707
-10.272,-14.316,-10.443,-13.767,-10,-14.208,-10.366,-12.085
19.699,23.493,23.668,30.959,18.877,18.721,40.715,46.714
29.167,35.233,29.335,30.311,37.86,35.627,28.461,32.887
12.338,4.3406,8.7021,17.051,9.2313,13.107,10.977,17.796
6.8103,9.7632,7.4507,12.362,10.327,9.8689,8.3733,10.172
36.418,28.303,30.831,34.319,32.735,39.761,41.165,25.559
-3.3719,-4.8411,-10.939,-10.452,-14.763,-11.737,-10.921,-19.685
44.177,53.417,45.177,55.654,44.791,39.118,54.481,43.446
40.38,35.455,24.579,33.927,36.967,29.186,28.331,35.568
0.44761,0.81501,1.8296,3.6656,0.28054,-0.25489,1.4651,1.9058
48.732,46.708,49.964,54.103,70.132,54.737,40.153,51.971
-23.762,-16.138,-24.246,-21.491,-21.04,-22.951,-27.475,-28.184
0.56691,2.1954,1.9837,4.6939,0.63556,1.5589,3.0841,-0.95035
-11,-10.483,-12.578,-11.358,-12.644,-9.6337,-8.9655,-11.536
43.103,38.126,37.595,31.118,36.559,33.501,32.045,39.09
74.1,90.978,76.708,81.536,96.188,93.726,63.771,61.729
-19.837,-14.491,-18.77,-14.802,-17.69,-15.464,-20.699,-15.518
31.973,41.788,32.109,34.312,30.549,15.066,26.883,33.32
-14.041,-10.296,-11.324,-10.724,-13.204,-10.618,-14.07,-9.0006
97.688,49.23,99.28,90.627,63.709,93.053,81.023,96.167
37.787,29.74,34.125,36.752,40.25,38.439,37.881,33.391
-12.096,-11.781,-9.0218,-12.455,-14.246,-9.9772,-14.303,-10.045
74.662,55.623,52.694,75.008,88.176,49.467,78.727,96.171
-11.574,-9.9448,-11.312,-9.1411,-8.6696,-14.025,-11.007,-12.613
87.143,67.188,78.915,72.166,57.085,70.944,67.595,84.135
-9.1524,-11.343,-7.8044,-10.985,-7.9162,-7.5219,-12.026,-8.4305
71.567,98.415,69.939,82.985,69.289,75.436,81.795,70.929
99.814,104.85,84.384,90.226,96.14,97.077,97.53,98.382
65.509,79.571,47.035,51.132,73.174,62.787,80.766,59.948
-23.902,-17.667,-26.309,-23.92,-23.438,-15.957,-26.019,-25.358
-9.2389,-7.1271,-9.9504,-6.5257,-11.289,-13.917,-9.3872,-10.644
-11.424,-10.263,-12.755,-11.697,-11.601,-11.293,-14.139,-12.133
8.8659,11.569,8.7339,10.758,9.7352,6.5472,11.242,12.043
-8.0398,-10.016,-4.0828,-5.2685,-1.089,-5.1706,-12.434,-5.7342
-7.5901,-15.459,-10.862,-10.995,-5.4573,-14.64,-6.6809,-7.6892
-3.0968,-4.9926,2.1801,-7.4659,-4.0269,1.6491,-4.0272,-0.45897
-20.41,-17.722,-16.336,-17.425,-18.399,-13.234,-17.28,-18.395
42.216,38.518,32.899,37.865,46.566,30.858,33.509,39.732
-17.176,-15.772,-16.726,-17.16,-9.5536,-9.6649,-9.2033,-15.243
104.6,67.492,97.418,69.833,102.54,90.122,88.702,94.148
-17.994,-14.266,-24.586,-17.846,-19.378,-23.25,-18.251,-24.61
-15.417,-11.619,-11.388,-10.342,-4.087,-12.603,-8.2688,-9.4394
10.24,8.8117,9.3025,9.1892,13.283,12.489,9.3322,11.375
9.8773,9.6574,8.1905,12.055,8.2449,8.249,13.552,11.202
10.168,10.956,9.4232,10.335,8.3527,12.175,8.8143,8.6846
117.09,56.497,71.903,74.935,66.046,76.587,78.594,57.643
-9.394,-6.197,-10.793,-7.5425,-13.713,-10.142,-13.178,-12.912
-13.902,-8.3586,-12.085,-11.06,-9.4144,-11.408,-12.636,-8.1645
37.552,40.798,37.262,36.641,36.809,42.182,34.595,33.613
37.678,37.069,33.045,39.363,32.038,26.171,32.544,35.936
94.378,99.528,90.374,107.18,96.799,86.633,85.501,96.511
-11.819,-22.47,-20.1,-13.989,-16.695,-19.199,-13.811,-18.36
41.299,38.968,36.093,37.702,41.253,38.566,34.302,35.33
31.971,30.507,24.657,35.816,30.173,35.63,37.426,28.388
-4.5332,-2.0761,-5.8083,1.9226,-8.6896,-3.4846,-4.2349,-6.1508
-6.8958,-5.5021,-4.0881,-5.3449,-3.9038,-7.2111,-1.9661,-8.499
-8.6731,-11.382,-6.2583,-12.215,-11.503,-8.8788,-15.581,-6.3443
-20.9,-22.078,-20.487,-20.814,-21.325,-23.126,-20.962,-24.49
-23.739,-14.859,-26.04,-19.295,-26.125,-20.233,-21.248,-19.647
28.247,24.303,32.282,27.687,25.266,33.076,31.238,29.667
-21.917,-23.443,-17.768,-18.716,-17.901,-18.242,-22.28,-21.115
59.021,67.032,43.183,60.776,68.837,51.212,64.57,81.457
89.172,78.841,65.753,83.335,67.745,60.35,55.617,65.187
12.147,9.5267,13.43,5.0296,12.176,14.152,6.6375,12.215
-18.773,-19.157,-22.103,-21.058,-22.126,-20.811,-22.748,-21.315
27.204,34.232,35.583,27.159,37.508,43.935,28.137,22.675
10.054,11.203,17.208,9.451,12.446,8.1985,15.059,13.599
-4.3804,-9.8585,-2.1395,-2.7144,-5.9385,-2.873,-8.2752,-2.4987
-25.001,-21.743,-18.133,-29.061,-18.342,-28.544,-26.763,-16.164
38.999,36.572,36.263,29.793,41.438,37.712,38.259,35.66
9.6076,12.422,10.202,10.25,11.654,11.1,10.177,8.6075
55.717,54.078,43.521,40.816,53.508,60.158,43.615,50.743
-2.2015,-3.5935,-3.5852,-6.3874,-11.27,-7.127,-9.1343,-0.30938
1.9754,5.4368,7.4257,1.7136,1.0668,2.7955,1.3996,-2.1556
87.163,81.888,63.945,65.659,98.822,91.833,95.305,92.211
-28.108,-20.465,-22.674,-26.911,-20.527,-22.523,-25.656,-19.009
48.264,41.767,49.393,51.705,43.17,31.838,53.237,57.058
44.113,37.798,49.031,35.101,36.487,30.658,41.833,37.922
-6.7891,-9.081,-3.3901,-5.5407,-3.9095,-7.3238,-1.8862,-3.441
-27.005,-19.33,-21.532,-13.902,-28.303,-16.881,-19.951,-26.268
36.243,30.834,34.974,38.933,35.803,39.49,29.848,41.023
12.638,12.833,12.269,15.953,11.587,11.713,13.33,6.1846
73.903,115.98,90.456,62.439,81.287,87.101,72.644,74.145
37.645,40.089,36.633,32.921,32.916,39.213,33.988,33.975
-21.476,-20.301,-13.271,-22.095,-15.163,-11.984,-16.13,-15.382
10.823,14.857,12.465,15.094,11.098,13.593,11.284,12.426
6.6984,8.299,8.9532,11.328,10.837,10.432,11.512,9.7435
-11.134,-11.63,-11.713,-10.552,-12.508,-10.699,-11.146,-13.234
-3.8517,1.3466,3.218,-9.3313,-5.5239,-0.83629,-6.1986,-3.1097
-18.169,-11.776,-11.262,-20.878,-12.758,-17.811,-20.327,-16.93
-15.376,-18.994,-18.23,-18.294,-16.396,-20.252,-16.842,-16.313
8.6182,7.7379,6.3092,11.929,13.748,14.525,10.068,16.881
27.602,37.407,31.855,41.889,32.927,19.652,37.941,24.48
11.837,12.374,9.784,5.5922,9.4126,12.107,9.4601,11.43
-5.2349,-3.0497,-5.3984,-8.4824,-4.0179,-3.0963,-5.2389,2.4778
-17.851,-5.5025,-7.6513,-10.417,-6.7777,-7.4809,-9.0701,-3.5686
-10.871,-12.113,-10.402,-13.214,-8.6807,-10.796,-9.2569,-11.693
91.513,91.238,102.36,99.959,87.35,97.515,74.794,89.482
41.18,34.6,34.359,30.082,34.644,41.365,38.643,25.47
34.454,34.665,21.923,21.212,36.821,17.457,29.65,37.808
-17.839,-23.632,-19.827,-17.601,-21.786,-19.329,-17.563,-19.817
0.88413,-1.049,2.4558,1.3806,1.5324,0.78745,1.8875,-1.4734
97.81,90.977,87.102,86.582,82.867,107.85,84.41,92.673
-10.731,-12.694,-14.297,-5.7927,-5.8007,-12.889,-13.079,-9.443
-11.113,-11.062,-13.168,-12.62,-9.9479,-10.778,-10.528,-10.851
5.6438,0.083174,-0.039312,-5.1039,0.41977,1.2947,3.9718,5.1935
37.408,28.994,29.768,31.734,38.632,27.336,33.386,29.279
-0.87042,-1.3782,-0.27321,1.6427,-0.42556,-1.5214,-0.21648,-1.0081
1.5467,-0.218,0.94065,3.64,3.221,3.6062,4.8602,2.7537
10.753,8.3382,7.4681,12.45,11.869,10.697,10.253,8.9184
-21.907,-22.281,-20.917,-21.661,-18.003,-22.158,-22.792,-23.388
26.709,24.3,36.676,38.186,25.147,39.418,40.885,31.419
-18.781,-16.153,-20.009,-18.837,-18.671,-20.082,-21.866,-23.392
-9.9156,-18.051,-17.481,-19.782,-16.123,-18.797,-14.587,-15.506
36.929,38.254,37.21,26.171,33.906,34.285,39.062,35.859
67.251,45.9,58.532,55.402,60.869,66.44,45.168,53.19
10.096,16.176,11.817,15.998,8.5995,13.833,12.736,7.678
71.036,75.931,83.886,67.051,90.632,90.604,53.646,110.88
8.6696,3.24,1.8362,2.8457,1.4208,0.79285,3.9249,2.7069
-27.897,-20.812,-24.85,-22.649,-28.954,-19.165,-18.836,-17.168
34.647,38.513,41.621,30.403,30.316,35.886,39.021,29.236
3.2249,2.1491,1.5675,3.331,-1.3447,0.45831,3.6355,5.4629
-16.985,-18.449,-17.513,-14.218,-14.617,-18.418,-17.801,-19.879
-5.8168,0.28999,-3.0613,-4.5274,-5.8906,-4.4955,-7.0012,-3.3442
38.911,37.893,29.022,33.527,40.716,39.322,31.499,46.517
28.856,25.137,18.174,39.779,14.835,40.381,20.528,11.683
8.4017,11.284,10.311,9.3904,7.861,8.9173,8.2879,9.7646
55.689,43.711,38.334,47.95,37.33,35.309,62.781,53.513
21.37,28.325,29.907,34.661,31.533,17.413,28.431,24.982
40.074,37.275,32.74,43.295,45.174,37.603,35.762,40.411
14.346,28.581,27.879,22.49,35.305,36.83,29.073,38.491
4.023,-1.5645,-3.1671,1.8859,0.019576,2.7817,4.6557,0.63591
-14.511,-12.599,-8.7868,-12.497,-13.677,-14.478,-10.921,-11.317
